Summary by Sample
Dataset Name:, C:\Elandata\Dataset\1403-11-29
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,BLANK FX
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Ga69,3.05e+004,,,cps,6.87,,,ppm
Sample ID:,2613-222
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,67.,,,cps,0.176,,,ppm
Bi209,120,,,cps,3.24e-002,,,ppm
Cd111,121,,,cps,0.166,,,ppm
Cs133,4.13e+003,,,cps,0.761,,,ppm
Co59,5.48e+004,,,cps,12.9,,,ppm
Pb208,1.12e+005,,,cps,37.4,,,ppm
Rb85,4.26e+004,,,cps,12.2,,,ppm
Se82,-39.6,,,cps,-0.877,,,ppm
Ag107,3.44e+003,,,cps,1.57,,,ppm
Te130,-43.1,,,cps,-0.266,,,ppm
Ta181,234,,,cps,1.82e-002,,,ppm
Tl205,422,,,cps,8.68e-002,,,ppm
Ge74,-306,,,cps,-0.337,,,ppm
Hf180,984,,,cps,0.706,,,ppm
Mo98,700,,,cps,0.65,,,ppm
Nb93,6.11e+003,,,cps,0.693,,,ppm
Sb121,215,,,cps,0.187,,,ppm
Sn118,1.44e+003,,,cps,0.428,,,ppm
W184,226,,,cps,0.231,,,ppm
Zr90,5.44e+004,,,cps,22.5,,,ppm
As75,1.99e+004,,,cps,59.2,,,ppm
V51,2.04e+005,,,cps,109,,,ppm
Cr52,2.26e+005,,,cps,104,,,ppm
Ni60,4.45e+004,,,cps,62.6,,,ppm
Cu63,4.34e+004,,,cps,27.7,,,ppm
Zn66,1.48e+004,,,cps,36.1,,,ppm
Th232,3.58e+003,,,cps,1.02,,,ppm
Sc45,5.41e+004,,,cps,14.9,,,ppm
Y89,3.29e+004,,,cps,7.66,,,ppm
La139,2.36e+004,,,cps,5.61,,,ppm
Ce140,3.51e+004,,,cps,9.58,,,ppm
Pr141,5.95e+003,,,cps,1.37,,,ppm
Nd142,6.18e+003,,,cps,5.23,,,ppm
Sm152,1.92e+003,,,cps,1.54,,,ppm
Eu153,1.45e+003,,,cps,0.617,,,ppm
Gd158,2.59e+003,,,cps,2.22,,,ppm
Tb159,1.25e+003,,,cps,0.282,,,ppm
Dy164,1.9e+003,,,cps,1.57,,,ppm
Ho165,1.26e+003,,,cps,0.296,,,ppm
Er166,1.39e+003,,,cps,0.955,,,ppm
Tm169,562,,,cps,0.128,,,ppm
Yb174,1.28e+003,,,cps,0.865,,,ppm
Lu175,590,,,cps,0.149,,,ppm
U238,846,,,cps,0.236,,,ppm
Ga69,3.37e+004,,,cps,7.81,,,ppm
Sample ID:,2613-223
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,57.,,,cps,0.149,,,ppm
Bi209,108,,,cps,2.91e-002,,,ppm
Cd111,73.7,,,cps,0.1,,,ppm
Cs133,3.58e+003,,,cps,0.656,,,ppm
Co59,6.03e+004,,,cps,14.1,,,ppm
Pb208,1.22e+005,,,cps,40.5,,,ppm
Rb85,3.81e+004,,,cps,10.9,,,ppm
Se82,13.2,,,cps,0.29,,,ppm
Ag107,6.36e+003,,,cps,2.89,,,ppm
Te130,-59.1,,,cps,-0.364,,,ppm
Ta181,252,,,cps,1.95e-002,,,ppm
Tl205,447,,,cps,9.15e-002,,,ppm
Ge74,-72.9,,,cps,-7.99e-002,,,ppm
Hf180,884,,,cps,0.63,,,ppm
Mo98,546,,,cps,0.504,,,ppm
Nb93,5.51e+003,,,cps,0.622,,,ppm
Sb121,168,,,cps,0.146,,,ppm
Sn118,837,,,cps,0.248,,,ppm
W184,180,,,cps,0.183,,,ppm
Zr90,4.99e+004,,,cps,20.5,,,ppm
As75,1.27e+004,,,cps,37.6,,,ppm
V51,3.66e+005,,,cps,195,,,ppm
Cr52,3.95e+005,,,cps,181,,,ppm
Ni60,4.11e+004,,,cps,57.6,,,ppm
Cu63,5.74e+004,,,cps,36.4,,,ppm
Zn66,1.94e+004,,,cps,47.2,,,ppm
Th232,3.2e+003,,,cps,0.909,,,ppm
Sc45,6.36e+004,,,cps,17.4,,,ppm
Y89,3.2e+004,,,cps,7.42,,,ppm
La139,2.15e+004,,,cps,5.09,,,ppm
Ce140,3.3e+004,,,cps,8.95,,,ppm
Pr141,5.84e+003,,,cps,1.34,,,ppm
Nd142,5.89e+003,,,cps,4.97,,,ppm
Sm152,2.09e+003,,,cps,1.67,,,ppm
Eu153,1.62e+003,,,cps,0.683,,,ppm
Gd158,2.66e+003,,,cps,2.28,,,ppm
Tb159,1.26e+003,,,cps,0.282,,,ppm
Dy164,1.77e+003,,,cps,1.45,,,ppm
Ho165,1.26e+003,,,cps,0.296,,,ppm
Er166,1.29e+003,,,cps,0.883,,,ppm
Tm169,494,,,cps,0.112,,,ppm
Yb174,1.19e+003,,,cps,0.806,,,ppm
Lu175,493,,,cps,0.124,,,ppm
U238,854,,,cps,0.237,,,ppm
Ga69,3.42e+004,,,cps,7.9,,,ppm
Sample ID:,2613-224
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,58.,,,cps,0.153,,,ppm
Bi209,135,,,cps,3.66e-002,,,ppm
Cd111,65.3,,,cps,8.97e-002,,,ppm
Cs133,3.28e+003,,,cps,0.606,,,ppm
Co59,4.65e+004,,,cps,11.,,,ppm
Pb208,9.26e+004,,,cps,31.,,,ppm
Rb85,3.33e+004,,,cps,9.61,,,ppm
Se82,12.3,,,cps,0.274,,,ppm
Ag107,3.1e+003,,,cps,1.43,,,ppm
Te130,-25.2,,,cps,-0.157,,,ppm
Ta181,345,,,cps,2.7e-002,,,ppm
Tl205,417,,,cps,8.61e-002,,,ppm
Ge74,2.1,,,cps,2.32e-003,,,ppm
Hf180,812,,,cps,0.585,,,ppm
Mo98,524,,,cps,0.489,,,ppm
Nb93,6.31e+003,,,cps,0.719,,,ppm
Sb121,215,,,cps,0.188,,,ppm
Sn118,577,,,cps,0.173,,,ppm
W184,195,,,cps,0.2,,,ppm
Zr90,4.42e+004,,,cps,18.3,,,ppm
As75,1.e+004,,,cps,30.,,,ppm
V51,1.17e+005,,,cps,62.9,,,ppm
Cr52,1.75e+005,,,cps,80.7,,,ppm
Ni60,4.06e+004,,,cps,57.5,,,ppm
Cu63,3.74e+004,,,cps,23.9,,,ppm
Zn66,1.18e+004,,,cps,29.,,,ppm
Th232,3.64e+003,,,cps,1.04,,,ppm
Sc45,3.49e+004,,,cps,9.67,,,ppm
Y89,2.58e+004,,,cps,6.03,,,ppm
La139,2.31e+004,,,cps,5.51,,,ppm
Ce140,3.4e+004,,,cps,9.32,,,ppm
Pr141,5.93e+003,,,cps,1.38,,,ppm
Nd142,5.4e+003,,,cps,4.59,,,ppm
Sm152,1.66e+003,,,cps,1.34,,,ppm
Eu153,1.22e+003,,,cps,0.521,,,ppm
Gd158,2.45e+003,,,cps,2.12,,,ppm
Tb159,1.09e+003,,,cps,0.248,,,ppm
Dy164,1.55e+003,,,cps,1.28,,,ppm
Ho165,1.09e+003,,,cps,0.257,,,ppm
Er166,1.11e+003,,,cps,0.768,,,ppm
Tm169,461,,,cps,0.105,,,ppm
Yb174,1.04e+003,,,cps,0.709,,,ppm
Lu175,433,,,cps,0.11,,,ppm
U238,959,,,cps,0.269,,,ppm
Ga69,2.28e+004,,,cps,5.32,,,ppm
Sample ID:,2613-225
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,72.,,,cps,0.187,,,ppm
Bi209,128,,,cps,3.43e-002,,,ppm
Cd111,131,,,cps,0.177,,,ppm
Cs133,3.5e+003,,,cps,0.638,,,ppm
Co59,5.39e+004,,,cps,12.5,,,ppm
Pb208,1.61e+005,,,cps,53.3,,,ppm
Rb85,4.48e+004,,,cps,12.7,,,ppm
Se82,-11.2,,,cps,-0.245,,,ppm
Ag107,3.5e+003,,,cps,1.59,,,ppm
Te130,5.25,,,cps,3.21e-002,,,ppm
Ta181,222,,,cps,1.71e-002,,,ppm
Tl205,599,,,cps,0.122,,,ppm
Ge74,-196,,,cps,-0.214,,,ppm
Hf180,862,,,cps,0.612,,,ppm
Mo98,512,,,cps,0.471,,,ppm
Nb93,5.75e+003,,,cps,0.645,,,ppm
Sb121,191,,,cps,0.164,,,ppm
Sn118,637,,,cps,0.188,,,ppm
W184,171,,,cps,0.172,,,ppm
Zr90,4.85e+004,,,cps,19.8,,,ppm
As75,1.41e+004,,,cps,41.5,,,ppm
V51,1.8e+005,,,cps,95.2,,,ppm
Cr52,1.74e+005,,,cps,79.1,,,ppm
Ni60,4.31e+004,,,cps,60.,,,ppm
Cu63,4.23e+004,,,cps,26.7,,,ppm
Zn66,1.43e+004,,,cps,34.6,,,ppm
Th232,3.36e+003,,,cps,0.951,,,ppm
Sc45,5.39e+004,,,cps,14.7,,,ppm
Y89,3.12e+004,,,cps,7.18,,,ppm
La139,2.42e+004,,,cps,5.68,,,ppm
Ce140,3.55e+004,,,cps,9.58,,,ppm
Pr141,6.15e+003,,,cps,1.4,,,ppm
Nd142,5.55e+003,,,cps,4.66,,,ppm
Sm152,1.84e+003,,,cps,1.46,,,ppm
Eu153,1.38e+003,,,cps,0.582,,,ppm
Gd158,2.54e+003,,,cps,2.17,,,ppm
Tb159,1.16e+003,,,cps,0.258,,,ppm
Dy164,1.73e+003,,,cps,1.41,,,ppm
Ho165,1.27e+003,,,cps,0.297,,,ppm
Er166,1.25e+003,,,cps,0.847,,,ppm
Tm169,507,,,cps,0.114,,,ppm
Yb174,1.18e+003,,,cps,0.791,,,ppm
Lu175,608,,,cps,0.153,,,ppm
U238,863,,,cps,0.239,,,ppm
Ga69,3.92e+004,,,cps,8.99,,,ppm
Sample ID:,2613-226
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,63.,,,cps,0.163,,,ppm
Bi209,153,,,cps,4.1e-002,,,ppm
Cd111,104,,,cps,0.141,,,ppm
Cs133,4.43e+003,,,cps,0.807,,,ppm
Co59,4.77e+004,,,cps,11.1,,,ppm
Pb208,1.34e+005,,,cps,44.1,,,ppm
Rb85,5.18e+004,,,cps,14.7,,,ppm
Se82,-43.7,,,cps,-0.959,,,ppm
Ag107,3.48e+003,,,cps,1.58,,,ppm
Te130,-69.9,,,cps,-0.428,,,ppm
Ta181,403,,,cps,3.1e-002,,,ppm
Tl205,531,,,cps,0.108,,,ppm
Ge74,-128,,,cps,-0.14,,,ppm
Hf180,887,,,cps,0.63,,,ppm
Mo98,546,,,cps,0.502,,,ppm
Nb93,8.56e+003,,,cps,0.96,,,ppm
Sb121,241,,,cps,0.208,,,ppm
Sn118,806,,,cps,0.238,,,ppm
W184,283,,,cps,0.286,,,ppm
Zr90,4.88e+004,,,cps,19.9,,,ppm
As75,1.31e+004,,,cps,38.7,,,ppm
V51,1.09e+005,,,cps,57.9,,,ppm
Cr52,3.04e+005,,,cps,138,,,ppm
Ni60,5.19e+004,,,cps,72.3,,,ppm
Cu63,4.08e+004,,,cps,25.7,,,ppm
Zn66,1.38e+004,,,cps,33.5,,,ppm
Th232,5.22e+003,,,cps,1.48,,,ppm
Sc45,3.54e+004,,,cps,9.66,,,ppm
Y89,2.86e+004,,,cps,6.6,,,ppm
La139,2.96e+004,,,cps,6.95,,,ppm
Ce140,4.37e+004,,,cps,11.8,,,ppm
Pr141,7.96e+003,,,cps,1.82,,,ppm
Nd142,7.34e+003,,,cps,6.16,,,ppm
Sm152,2.19e+003,,,cps,1.73,,,ppm
Eu153,1.47e+003,,,cps,0.617,,,ppm
Gd158,2.97e+003,,,cps,2.53,,,ppm
Tb159,1.15e+003,,,cps,0.257,,,ppm
Dy164,1.63e+003,,,cps,1.34,,,ppm
Ho165,1.15e+003,,,cps,0.268,,,ppm
Er166,1.25e+003,,,cps,0.849,,,ppm
Tm169,479,,,cps,0.108,,,ppm
Yb174,1.11e+003,,,cps,0.747,,,ppm
Lu175,452,,,cps,0.113,,,ppm
U238,1.12e+003,,,cps,0.31,,,ppm
Ga69,3.89e+004,,,cps,8.93,,,ppm
Sample ID:,2613-227
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,64.,,,cps,0.163,,,ppm
Bi209,139,,,cps,3.64e-002,,,ppm
Cd111,128,,,cps,0.171,,,ppm
Cs133,4.48e+003,,,cps,0.801,,,ppm
Co59,5.56e+004,,,cps,12.7,,,ppm
Pb208,1.07e+005,,,cps,34.5,,,ppm
Rb85,4.39e+004,,,cps,12.2,,,ppm
Se82,-14.3,,,cps,-0.307,,,ppm
Ag107,3.37e+003,,,cps,1.5,,,ppm
Te130,-2.33,,,cps,-1.4e-002,,,ppm
Ta181,333,,,cps,2.51e-002,,,ppm
Tl205,399,,,cps,7.96e-002,,,ppm
Ge74,-220,,,cps,-0.235,,,ppm
Hf180,644,,,cps,0.449,,,ppm
Mo98,513,,,cps,0.463,,,ppm
Nb93,6.63e+003,,,cps,0.73,,,ppm
Sb121,181,,,cps,0.153,,,ppm
Sn118,659,,,cps,0.19,,,ppm
W184,222,,,cps,0.22,,,ppm
Zr90,3.95e+004,,,cps,15.8,,,ppm
As75,1.47e+004,,,cps,42.7,,,ppm
V51,6.81e+004,,,cps,35.4,,,ppm
Cr52,3.96e+005,,,cps,177,,,ppm
Ni60,4.86e+004,,,cps,66.4,,,ppm
Cu63,4.6e+004,,,cps,28.4,,,ppm
Zn66,1.65e+004,,,cps,39.1,,,ppm
Th232,3.76e+003,,,cps,1.04,,,ppm
Sc45,4.74e+004,,,cps,12.7,,,ppm
Y89,2.59e+004,,,cps,5.85,,,ppm
La139,2.23e+004,,,cps,5.13,,,ppm
Ce140,3.44e+004,,,cps,9.11,,,ppm
Pr141,6.e+003,,,cps,1.34,,,ppm
Nd142,5.46e+003,,,cps,4.49,,,ppm
Sm152,1.71e+003,,,cps,1.33,,,ppm
Eu153,1.23e+003,,,cps,0.507,,,ppm
Gd158,2.26e+003,,,cps,1.89,,,ppm
Tb159,929,,,cps,0.204,,,ppm
Dy164,1.52e+003,,,cps,1.22,,,ppm
Ho165,1.01e+003,,,cps,0.231,,,ppm
Er166,1.06e+003,,,cps,0.706,,,ppm
Tm169,417,,,cps,9.19e-002,,,ppm
Yb174,1.04e+003,,,cps,0.684,,,ppm
Lu175,401,,,cps,9.85e-002,,,ppm
U238,841,,,cps,0.228,,,ppm
Ga69,3.29e+004,,,cps,7.41,,,ppm
Sample ID:,2613-228
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,49.,,,cps,0.126,,,ppm
Bi209,122,,,cps,3.25e-002,,,ppm
Cd111,86.3,,,cps,0.116,,,ppm
Cs133,3.71e+003,,,cps,0.672,,,ppm
Co59,4.92e+004,,,cps,11.4,,,ppm
Pb208,9.36e+004,,,cps,30.7,,,ppm
Rb85,4.08e+004,,,cps,11.5,,,ppm
Se82,-31.2,,,cps,-0.681,,,ppm
Ag107,2.3e+003,,,cps,1.04,,,ppm
Te130,-40.5,,,cps,-0.247,,,ppm
Ta181,279,,,cps,2.14e-002,,,ppm
Tl205,342,,,cps,6.93e-002,,,ppm
Ge74,-114,,,cps,-0.124,,,ppm
Hf180,780,,,cps,0.551,,,ppm
Mo98,557,,,cps,0.509,,,ppm
Nb93,6.57e+003,,,cps,0.734,,,ppm
Sb121,135,,,cps,0.116,,,ppm
Sn118,664,,,cps,0.195,,,ppm
W184,203,,,cps,0.204,,,ppm
Zr90,4.39e+004,,,cps,17.9,,,ppm
As75,1.28e+004,,,cps,37.6,,,ppm
V51,8.54e+004,,,cps,45.,,,ppm
Cr52,2.13e+005,,,cps,96.5,,,ppm
Ni60,5.73e+004,,,cps,79.5,,,ppm
Cu63,4.e+004,,,cps,25.1,,,ppm
Zn66,1.23e+004,,,cps,29.7,,,ppm
Th232,3.39e+003,,,cps,0.953,,,ppm
Sc45,3.33e+004,,,cps,9.03,,,ppm
Y89,2.66e+004,,,cps,6.11,,,ppm
La139,2.21e+004,,,cps,5.17,,,ppm
Ce140,3.33e+004,,,cps,8.96,,,ppm
Pr141,6.31e+003,,,cps,1.43,,,ppm
Nd142,5.45e+003,,,cps,4.55,,,ppm
Sm152,1.67e+003,,,cps,1.32,,,ppm
Eu153,1.24e+003,,,cps,0.517,,,ppm
Gd158,2.33e+003,,,cps,1.97,,,ppm
Tb159,1.01e+003,,,cps,0.224,,,ppm
Dy164,1.52e+003,,,cps,1.23,,,ppm
Ho165,1.04e+003,,,cps,0.24,,,ppm
Er166,1.14e+003,,,cps,0.768,,,ppm
Tm169,461,,,cps,0.103,,,ppm
Yb174,1.03e+003,,,cps,0.69,,,ppm
Lu175,425,,,cps,0.106,,,ppm
U238,875,,,cps,0.241,,,ppm
Ga69,3.16e+004,,,cps,7.23,,,ppm
Sample ID:,2613-229
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,62.,,,cps,0.16,,,ppm
Bi209,122,,,cps,3.26e-002,,,ppm
Cd111,105,,,cps,0.142,,,ppm
Cs133,3.18e+003,,,cps,0.577,,,ppm
Co59,5.59e+004,,,cps,12.9,,,ppm
Pb208,9.86e+004,,,cps,32.4,,,ppm
Rb85,4.8e+004,,,cps,13.6,,,ppm
Se82,-4.6,,,cps,-0.1,,,ppm
Ag107,6.75e+003,,,cps,3.04,,,ppm
Te130,-59.5,,,cps,-0.362,,,ppm
Ta181,203,,,cps,1.56e-002,,,ppm
Tl205,302,,,cps,6.12e-002,,,ppm
Ge74,-256,,,cps,-0.278,,,ppm
Hf180,741,,,cps,0.523,,,ppm
Mo98,492,,,cps,0.45,,,ppm
Nb93,4.86e+003,,,cps,0.542,,,ppm
Sb121,205,,,cps,0.176,,,ppm
Sn118,677,,,cps,0.198,,,ppm
W184,168,,,cps,0.169,,,ppm
Zr90,4.13e+004,,,cps,16.8,,,ppm
As75,1.72e+004,,,cps,50.5,,,ppm
V51,2.44e+005,,,cps,128,,,ppm
Cr52,2.58e+005,,,cps,117,,,ppm
Ni60,4.18e+004,,,cps,58.,,,ppm
Cu63,6.05e+004,,,cps,37.9,,,ppm
Zn66,1.37e+004,,,cps,33.,,,ppm
Th232,2.63e+003,,,cps,0.74,,,ppm
Sc45,5.71e+004,,,cps,15.5,,,ppm
Y89,2.86e+004,,,cps,6.55,,,ppm
La139,2.09e+004,,,cps,4.87,,,ppm
Ce140,3.09e+004,,,cps,8.31,,,ppm
Pr141,5.83e+003,,,cps,1.32,,,ppm
Nd142,5.96e+003,,,cps,4.97,,,ppm
Sm152,2.25e+003,,,cps,1.78,,,ppm
Eu153,1.91e+003,,,cps,0.798,,,ppm
Gd158,2.58e+003,,,cps,2.18,,,ppm
Tb159,1.22e+003,,,cps,0.272,,,ppm
Dy164,1.74e+003,,,cps,1.42,,,ppm
Ho165,1.18e+003,,,cps,0.273,,,ppm
Er166,1.23e+003,,,cps,0.829,,,ppm
Tm169,460,,,cps,0.103,,,ppm
Yb174,1.06e+003,,,cps,0.71,,,ppm
Lu175,417,,,cps,0.104,,,ppm
U238,665,,,cps,0.183,,,ppm
Ga69,4.67e+004,,,cps,10.7,,,ppm
Sample ID:,2613-230
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,42.,,,cps,0.109,,,ppm
Bi209,88.5,,,cps,2.37e-002,,,ppm
Cd111,92.6,,,cps,0.125,,,ppm
Cs133,1.95e+003,,,cps,0.355,,,ppm
Co59,6.03e+004,,,cps,14.,,,ppm
Pb208,9.86e+004,,,cps,32.5,,,ppm
Rb85,3.08e+004,,,cps,8.77,,,ppm
Se82,35.,,,cps,0.768,,,ppm
Ag107,3.53e+003,,,cps,1.6,,,ppm
Te130,1.9,,,cps,1.17e-002,,,ppm
Ta181,85.8,,,cps,6.61e-003,,,ppm
Tl205,275,,,cps,5.59e-002,,,ppm
Ge74,-232,,,cps,-0.253,,,ppm
Hf180,573,,,cps,0.407,,,ppm
Mo98,444,,,cps,0.408,,,ppm
Nb93,2.17e+003,,,cps,0.243,,,ppm
Sb121,134,,,cps,0.115,,,ppm
Sn118,472,,,cps,0.139,,,ppm
W184,99.,,,cps,9.99e-002,,,ppm
Zr90,2.84e+004,,,cps,11.6,,,ppm
As75,1.65e+004,,,cps,48.6,,,ppm
V51,2.e+005,,,cps,106,,,ppm
Cr52,3.78e+005,,,cps,172,,,ppm
Ni60,7.13e+004,,,cps,99.3,,,ppm
Cu63,5.03e+004,,,cps,31.7,,,ppm
Zn66,1.31e+004,,,cps,31.7,,,ppm
Th232,1.6e+003,,,cps,0.452,,,ppm
Sc45,9.06e+004,,,cps,24.7,,,ppm
Y89,2.88e+004,,,cps,6.64,,,ppm
La139,1.5e+004,,,cps,3.53,,,ppm
Ce140,2.16e+004,,,cps,5.82,,,ppm
Pr141,5.12e+003,,,cps,1.17,,,ppm
Nd142,4.97e+003,,,cps,4.17,,,ppm
Sm152,1.83e+003,,,cps,1.45,,,ppm
Eu153,1.5e+003,,,cps,0.63,,,ppm
Gd158,2.23e+003,,,cps,1.9,,,ppm
Tb159,1.17e+003,,,cps,0.26,,,ppm
Dy164,1.59e+003,,,cps,1.3,,,ppm
Ho165,1.17e+003,,,cps,0.272,,,ppm
Er166,1.11e+003,,,cps,0.757,,,ppm
Tm169,452,,,cps,0.102,,,ppm
Yb174,1.05e+003,,,cps,0.707,,,ppm
Lu175,464,,,cps,0.116,,,ppm
U238,400,,,cps,0.111,,,ppm
Ga69,2.86e+004,,,cps,6.57,,,ppm
Sample ID:,2613-231
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,48.,,,cps,0.125,,,ppm
Bi209,164,,,cps,4.39e-002,,,ppm
Cd111,95.8,,,cps,0.13,,,ppm
Cs133,2.5e+003,,,cps,0.456,,,ppm
Co59,7.19e+004,,,cps,16.7,,,ppm
Pb208,1.18e+005,,,cps,39.,,,ppm
Rb85,3.42e+004,,,cps,9.72,,,ppm
Se82,-45.3,,,cps,-0.993,,,ppm
Ag107,3.55e+003,,,cps,1.61,,,ppm
Te130,-46.4,,,cps,-0.284,,,ppm
Ta181,208,,,cps,1.6e-002,,,ppm
Tl205,333,,,cps,6.77e-002,,,ppm
Ge74,-548,,,cps,-0.598,,,ppm
Hf180,749,,,cps,0.531,,,ppm
Mo98,492,,,cps,0.453,,,ppm
Nb93,4.63e+003,,,cps,0.52,,,ppm
Sb121,131,,,cps,0.113,,,ppm
Sn118,792,,,cps,0.233,,,ppm
W184,240,,,cps,0.242,,,ppm
Zr90,3.7e+004,,,cps,15.1,,,ppm
As75,2.65e+004,,,cps,78.1,,,ppm
V51,2.34e+005,,,cps,124,,,ppm
Cr52,4.72e+005,,,cps,215,,,ppm
Ni60,6.e+004,,,cps,83.7,,,ppm
Cu63,5.11e+004,,,cps,32.2,,,ppm
Zn66,1.56e+004,,,cps,37.9,,,ppm
Th232,2.22e+003,,,cps,0.629,,,ppm
Sc45,1.01e+005,,,cps,27.6,,,ppm
Y89,3.18e+004,,,cps,7.33,,,ppm
La139,1.79e+004,,,cps,4.19,,,ppm
Ce140,2.58e+004,,,cps,6.98,,,ppm
Pr141,5.53e+003,,,cps,1.26,,,ppm
Nd142,5.58e+003,,,cps,4.68,,,ppm
Sm152,2.22e+003,,,cps,1.76,,,ppm
Eu153,1.75e+003,,,cps,0.737,,,ppm
Gd158,2.66e+003,,,cps,2.26,,,ppm
Tb159,1.33e+003,,,cps,0.298,,,ppm
Dy164,1.88e+003,,,cps,1.53,,,ppm
Ho165,1.3e+003,,,cps,0.304,,,ppm
Er166,1.3e+003,,,cps,0.882,,,ppm
Tm169,527,,,cps,0.119,,,ppm
Yb174,1.19e+003,,,cps,0.796,,,ppm
Lu175,499,,,cps,0.125,,,ppm
U238,571,,,cps,0.158,,,ppm
Ga69,3.37e+004,,,cps,7.72,,,ppm
Sample ID:,2613-232
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,43.,,,cps,0.112,,,ppm
Bi209,106,,,cps,2.85e-002,,,ppm
Cd111,82.1,,,cps,0.111,,,ppm
Cs133,2.53e+003,,,cps,0.461,,,ppm
Co59,6.73e+004,,,cps,15.6,,,ppm
Pb208,1.14e+005,,,cps,37.7,,,ppm
Rb85,3.96e+004,,,cps,11.3,,,ppm
Se82,21.3,,,cps,0.468,,,ppm
Ag107,2.95e+003,,,cps,1.33,,,ppm
Te130,-45.2,,,cps,-0.277,,,ppm
Ta181,174,,,cps,1.34e-002,,,ppm
Tl205,354,,,cps,7.2e-002,,,ppm
Ge74,-230,,,cps,-0.251,,,ppm
Hf180,688,,,cps,0.488,,,ppm
Mo98,534,,,cps,0.491,,,ppm
Nb93,3.91e+003,,,cps,0.439,,,ppm
Sb121,595,,,cps,0.513,,,ppm
Sn118,675,,,cps,0.199,,,ppm
W184,139,,,cps,0.14,,,ppm
Zr90,3.5e+004,,,cps,14.3,,,ppm
As75,1.49e+004,,,cps,43.8,,,ppm
V51,3.05e+005,,,cps,161,,,ppm
Cr52,5.49e+005,,,cps,250,,,ppm
Ni60,6.11e+004,,,cps,85.2,,,ppm
Cu63,5.83e+004,,,cps,36.7,,,ppm
Zn66,1.72e+004,,,cps,41.6,,,ppm
Th232,2.18e+003,,,cps,0.617,,,ppm
Sc45,7.92e+004,,,cps,21.6,,,ppm
Y89,2.84e+004,,,cps,6.55,,,ppm
La139,1.86e+004,,,cps,4.37,,,ppm
Ce140,2.65e+004,,,cps,7.17,,,ppm
Pr141,5.81e+003,,,cps,1.33,,,ppm
Nd142,5.4e+003,,,cps,4.53,,,ppm
Sm152,1.9e+003,,,cps,1.51,,,ppm
Eu153,1.46e+003,,,cps,0.616,,,ppm
Gd158,2.43e+003,,,cps,2.07,,,ppm
Tb159,1.19e+003,,,cps,0.265,,,ppm
Dy164,1.62e+003,,,cps,1.32,,,ppm
Ho165,1.16e+003,,,cps,0.272,,,ppm
Er166,1.14e+003,,,cps,0.775,,,ppm
Tm169,449,,,cps,0.101,,,ppm
Yb174,1.05e+003,,,cps,0.704,,,ppm
Lu175,399,,,cps,0.1,,,ppm
U238,556,,,cps,0.154,,,ppm
Ga69,3.4e+004,,,cps,7.8,,,ppm
Sample ID:,2613-233
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,65.,,,cps,0.165,,,ppm
Bi209,141,,,cps,3.68e-002,,,ppm
Cd111,88.4,,,cps,0.117,,,ppm
Cs133,3.11e+003,,,cps,0.554,,,ppm
Co59,5.96e+004,,,cps,13.5,,,ppm
Pb208,1.03e+005,,,cps,33.1,,,ppm
Rb85,4.91e+004,,,cps,13.6,,,ppm
Se82,12.9,,,cps,0.275,,,ppm
Ag107,3.44e+003,,,cps,1.52,,,ppm
Te130,-11.2,,,cps,-6.7e-002,,,ppm
Ta181,576,,,cps,4.34e-002,,,ppm
Tl205,387,,,cps,7.7e-002,,,ppm
Ge74,-479,,,cps,-0.51,,,ppm
Hf180,756,,,cps,0.524,,,ppm
Mo98,584,,,cps,0.524,,,ppm
Nb93,6.43e+003,,,cps,0.705,,,ppm
Sb121,160,,,cps,0.135,,,ppm
Sn118,716,,,cps,0.206,,,ppm
W184,378,,,cps,0.372,,,ppm
Zr90,4.37e+004,,,cps,17.4,,,ppm
As75,2.42e+004,,,cps,69.8,,,ppm
V51,2.6e+005,,,cps,134,,,ppm
Cr52,3.19e+005,,,cps,141,,,ppm
Ni60,4.33e+004,,,cps,58.9,,,ppm
Cu63,6.6e+004,,,cps,40.6,,,ppm
Zn66,1.66e+004,,,cps,39.3,,,ppm
Th232,3.16e+003,,,cps,0.873,,,ppm
Sc45,5.39e+004,,,cps,14.4,,,ppm
Y89,2.94e+004,,,cps,6.61,,,ppm
La139,2.25e+004,,,cps,5.15,,,ppm
Ce140,3.35e+004,,,cps,8.83,,,ppm
