,CRM ID,Ag,Al,Al2O3,As,Au,B,Ba,BaO,Be,BeO,Bi,C,C-(Carbonate),C-(Graphite),Ca,CaO,Cd,Ce,CeO2,Cl,Co,Cr,Cr2O3,Cs,Cu,Cu-Res(4A),Cu-Sol(CN),Cu-Sol(H2SO4),Cu-Tot(Calc),Dy,Dy2O3,Er,Er2O3,Eu,Eu2O3,F,Fe,Fe(Calc),Fe2+,Fe2O3,Fe3+,Fe3O4,FeO,Ga,Ga2O3,Gd,Gd2O3,Ge,H2O-,Hf,HfO2,Hg,Ho,Ho2O3,In,Ir,K,K2O,LOI1000,LOI300-1000,LOI371,LOI425,LOI650,La,La2O3,Li,Li2O,Lu,Lu2O3,MOI300,MassRec,Mg,MgO,Mn,MnO,Mo,Na,Na2O,Nb,Nb2O5,Nd,Nd2O3,Ni,NiO,Os,P,P2O5,Pb,PbO,Pd,Pr,Pr6O11,Pt,Rb,Re,Rh,Ru,S,S-(Sulphate),S-(Sulphide),SG,SO3,Sb,Sc,Se,Si,SiO2,Sm,Sm2O3,Sn,SnO2,Sr,SrO,Ta,Ta2O5,Tb,Tb4O7,Te,Th,ThO2,Ti,TiO2,Tl,Tm,Tm2O3,U,U3O8,V,V2O5,W,WO3,Y,Y2O3,Yb,Yb2O3,Zn,ZnO,Zr,ZrO2
48,OREAS 13b,0.86,84100.0,,57.0,0.211,,694.0,,,,,,,,55700.0,,,,,,75.0,10800.0,,,2327.0,,,,,,,,,,,,84100.0,,,,,,,,,,,,,,,,,,,0.0179,23000.0,,6400.0,,,,,,,,,,,,,30100.0,,1300.0,,9.0,16700.0,,,,,,2247.0,,0.012,1890.0,,,,0.131,,,0.204,,,0.043,0.078,11900.0,,,,,,,,229000.0,,,,,,537.0,,,,,,,,,7110.0,,,,,,,330.0,,,,,,,,133.0,,108.0,
49,OREAS 140,1.03,,,149.0,,,,,,,318.0,,,,,,,,,,,,,,1529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,1755.0,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,,,
50,OREAS 141,1.58,,,789.0,,,,,,,324.0,,,,,,,,,,,,,,2453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,6061.0,,,,,,,,,,,,,,,,,,,,,,,,,,3637.0,,,
51,OREAS 142,1.22,,,584.0,,,,,,,242.0,,,,,,,,,,,,,,1466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,54.3,,,,,,,,,,,,,,,,,,,,,,10400.0,,,,,,,,,,,,,,,,,,,,,,,,,,2436.0,,,
52,OREAS 143,0.497275,65149.7,123832.0,1137.17,,,649.45,737.785,3.14415,,23.3702,,,,70494.0,97930.8,,66.9466,,,99.0,74.3025,,9.38157,327.776,,,,,5.0102,,2.75372,,1.2193,,,48545.2,,,69844.0,,,,17.8989,,5.3284,,,,2.66269,99.0,,0.955342,,0.871505,,23788.0,28376.3,66584.2,,,,,32.5111,,59.0658,,0.191867,,,,11993.7,20510.8,456.096,582.881,49.5,9256.68,12130.7,11.2766,,30.4628,,36.4081,,,574.804,1265.84,27.0692,,,7.82214,,,151.226,,,,12478.0,,,,30758.6,1.5409,10.108,,258014.0,541658.0,6.12886,,2521.18,,131.268,120.115,0.996062,,0.801549,,,13.0093,,3464.85,5756.39,0.788516,0.373738,,3.0795,,69.9663,135.258,21.3278,,25.6143,,2.41997,,108.43,,86.0146,
53,OREAS 144,0.83792,58767.5,111268.0,2537.06,,,528.367,584.334,3.31034,,45.3389,,,,78261.3,108940.0,,57.1218,,,99.0,69.3291,,7.52986,768.516,,,,,4.53801,,2.62287,,1.09598,,,67778.3,,,96283.9,,,,18.5615,,4.89267,,,,2.43964,99.0,,0.913626,,2.00005,,19865.3,23291.1,64751.7,,,,,27.7078,,65.7016,,0.18123,,,,12307.5,20860.9,528.527,642.151,49.5,8362.46,10655.5,10.2461,,27.4899,,31.0333,,,511.624,1172.73,20.6101,,,6.87646,,,127.495,,,,26174.1,,,,66729.1,2.4991,9.13432,,236481.0,499302.0,5.22977,,6071.51,,125.268,124.649,0.978837,,0.770007,,,11.3579,,3021.51,5122.61,0.671382,0.365626,,2.76412,,61.9917,126.967,35.6132,,23.6876,,2.42559,,80.1265,,79.1835,
54,OREAS 145,1.39054,53461.9,101094.0,4414.76,,,388.614,425.969,4.45067,,82.4333,,,,75494.6,104049.0,,51.0872,,,99.0,63.7621,,6.29325,1318.41,,,,,4.29058,,2.48605,,0.911592,,,94828.0,,,136443.0,,,,19.7038,,4.35167,,,,2.313,99.0,,0.862961,,3.36999,,15524.7,18267.9,,,,,,24.8556,,86.584,,0.194731,,,,13713.8,23162.1,690.841,870.048,49.5,6934.99,8809.53,9.6377,,23.7474,,24.9042,,,474.834,1061.47,22.1019,,,6.32105,,,118.924,,,,44547.2,,,,114722.0,3.99234,8.51223,,219624.0,461822.0,4.77039,,10517.6,,112.018,124.032,0.936524,,0.676135,,,9.89055,,2772.18,4637.42,0.570427,0.353065,,2.4506,,56.3041,113.293,59.0259,,22.6548,,2.40033,,75.8804,,76.6276,
55,OREAS 146,,,,,,,,,,,,,,,,,,4691.0,,,,,,,,,,,,224.0,,87.0,,127.0,,,,,,,,,,,,359.0,,,,,,,36.8,,,,,,,,,,,2513.0,,,,6.3,,,,,,,,,,,,,2182.0,,,,,,,,,,548.0,,,,,,,,,,,,,,,,,441.0,,,,,,,,47.2,,,903.0,,,,,9.9,,2.69,,,,,,905.0,,53.5,,,,,
56,OREAS 147,,50355.3,94758.7,35.9472,,,1955.64,2179.91,36.1418,,12.5667,,,,11182.4,15585.7,,1197.58,,,6.90218,68.4789,,234.257,299.864,,,,,8.52051,,2.79369,,10.1975,,,32669.9,,,46675.4,,,,22.0501,,21.8278,,0.748667,,5.44611,,,1.33233,,2.85065,,16392.8,19709.1,9192.1,,,,,698.3,,2268.38,4883.14,0.200761,,,,5489.5,9452.55,392.322,505.232,9.60157,9484.92,13091.8,1146.49,1686.01,378.582,,21.1791,,,1555.02,3680.66,27.7564,,,121.632,,,1184.27,,,,295.722,,,,665.766,10.4961,10.6565,,355817.0,763376.0,47.9307,,699.375,,302.448,331.68,17.842,,2.30095,,,95.4625,,4826.35,8082.89,10.8055,0.330917,,15.8468,,63.7025,,,,27.5681,,1.63054,,142.233,,193.976,
57,OREAS 148,,53679.9,101967.0,58.8389,,,1009.07,1151.66,38.7874,,19.2728,,,,9029.57,12357.6,,795.22,,,6.30535,68.7133,,311.439,350.509,,,,,6.05628,,1.99817,,7.22348,,,30551.1,,,43494.5,,,,29.2453,,15.7771,,0.554333,,4.14571,,,0.940962,,4.21518,,15029.6,18056.5,8871.96,,,,,477.536,,4764.91,10257.4,0.170042,,,,4686.93,7973.24,377.097,499.184,10.0619,8601.01,11881.2,1679.81,2447.78,259.89,,22.1703,,,1292.82,3015.76,24.9101,,,82.1376,,,1361.68,,,,,,,,572.245,16.3211,8.63813,,359979.0,765863.0,34.3136,,1157.12,,208.852,223.209,23.0828,,1.58167,,,50.5738,,3522.45,5841.49,12.2576,0.242177,,8.55417,,56.3614,,6.41781,,19.4372,,1.37206,,158.681,,153.205,
58,OREAS 149,1.03616,78919.1,149801.0,151.829,,,2861.71,3201.7,30.5125,,47.7875,,,,10575.6,14685.0,,432.263,,,8.01717,102.881,,349.832,370.409,,,,,4.38521,,1.82254,,4.2892,,,43003.2,,,61348.3,,,,47.0552,,9.66544,,,,5.22857,,,0.754041,,11.2979,,14170.2,17041.7,13142.0,,,,,266.644,,10282.1,22134.2,0.190595,,,,5327.3,9533.64,457.083,,11.4598,9318.36,13144.1,6257.03,9147.62,151.282,,31.6225,,,1067.68,2433.73,41.0722,,,47.8331,,,823.619,,,,,,,,838.52,29.0026,7.50765,,313867.0,667954.0,19.5088,,3285.74,,229.16,233.794,30.5678,,1.10252,,,116.197,,3743.7,6265.19,7.10529,0.24187,,24.8809,,72.9449,154.328,,,17.3221,,1.46565,,344.888,,155.902,
59,OREAS 14P,,22600.0,,4.95,0.051,,343.0,,,,,,,,9900.0,,,,,,754.0,52.0,,,9970.0,,,,,,,,,,,,371000.0,,,,,,,,,,,,,,,,,,,0.046,8700.0,,,,,,,,,,,,,,,2800.0,,595.0,,,5800.0,,,,,,20900.0,,0.07,550.0,,19.8,,0.15,,,0.099,,,0.06,0.108,228000.0,,,,,,5.5,,,,,,,,87.0,,,,,,,,,2473.0,,,,,,,67.0,,,,,,,,81.0,,189.0,
60,OREAS 150,2.10377,51521.0,96969.8,6535.6,,,280.982,322.491,5.35447,,118.595,,,,52669.5,73697.9,,48.192,,,99.0,60.5884,,5.68542,1869.91,,,,,4.26041,,2.35131,,0.904207,,,126120.0,,,180100.0,,,,21.4226,,4.40569,,,,2.27675,99.0,,0.798258,,4.54703,,12972.2,14900.8,57271.5,,,,,23.2389,,103.554,,0.198718,,,,15562.2,26516.5,907.687,1164.28,49.5,6027.65,7147.99,9.25453,,22.6416,,24.5727,,,475.334,1037.93,37.4395,,,5.88825,,,115.374,,,,63254.7,,,,163384.0,5.34302,8.22168,,219427.0,456041.0,4.56156,,15099.2,,89.8867,115.545,0.920823,,0.665117,,0.0844444,9.12042,,2692.34,4574.81,0.527308,0.349561,,2.33665,,55.8885,110.979,83.8061,,22.4556,,2.3118,,101.816,,75.3974,
61,OREAS 151a,,,,,0.043,,,,,,,,,,,,,,,,,,,,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,8560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,OREAS 151b,0.550885,78362.7,,30.7423,0.0651119,,203.258,,0.820114,,0.371613,,,,20201.6,,0.583093,20.1151,,,11.579,28.1732,,1.80772,1815.48,,320.518,,,2.5892,,1.45867,,0.800363,,,35314.1,,,,,,,18.3965,,2.79727,,,,0.99,,0.99,0.529157,,0.0778434,,12290.0,,,,,,,9.91352,,8.34188,,0.189676,,,,16157.8,,334.522,,54.8215,22220.6,,3.38417,,11.3924,,15.1579,,,583.494,,43.6423,,,2.80863,,,36.8571,0.166907,,,7238.96,,,,,0.996626,15.7672,3.54073,,,2.7184,,1.83195,,170.407,,0.396,,0.441786,,0.113972,2.56796,,3076.31,,0.225915,0.20773,,0.716804,,203.395,,2.35853,,13.2932,,1.38405,,245.662,,17.071,
63,OREAS 151c,0.995048,75643.2,,22.9948,0.0801914,9.9,905.212,,2.22506,,6.92269,,,,15478.2,,0.313426,65.2657,,,7.6134,43.49,,9.56167,2394.29,,,,,3.28906,,1.28723,,1.29407,,,29973.2,,,,,,,20.556,,5.261,,0.125667,,1.63406,,0.0499,0.534877,,0.115714,,26731.5,,,,,,,31.3166,,45.0617,,0.149629,,,,7241.68,,317.387,,57.0926,21572.9,,10.9941,,29.639,,18.1066,,,798.138,,41.5435,,,7.64046,,,147.477,0.0552768,,,6948.46,,,,,2.02085,8.22567,4.79239,,,6.20341,,4.97306,,193.755,,0.975392,,0.679375,,1.27158,12.4053,,3304.36,,0.849182,0.16653,,3.42257,,74.7365,,9.04183,,14.0281,,1.02769,,94.0718,,52.6111,
64,OREAS 152a,,,,,0.116,,,,,,,,,,,,,,,,,,,,3850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,9210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,OREAS 152b,0.860905,80172.8,,37.7163,0.134442,9.9,100.985,,0.519157,,1.30341,,,,19695.3,,0.227949,12.9381,,,12.5258,18.6598,,0.41003,3752.75,,595.811,439.122,,2.2936,,1.29457,,0.697593,,,37299.3,,,,,,,18.4914,,2.3464,,,,0.495,,0.99,0.466337,,0.197609,,10568.4,,,,,,,5.74994,,5.765,,0.162867,,,,16907.6,,312.996,,80.9102,23391.4,,1.40561,,8.4404,,11.2504,,,549.668,,11.7479,,,1.95097,,,18.3604,0.178842,,,9881.73,,,,,1.13697,16.8544,5.9318,,,2.1557,,3.53414,,163.489,,0.495,,0.384883,,0.176475,0.488972,,2843.0,,0.13746,0.1885,,0.112192,,215.864,,1.94546,,11.7762,,1.2242,,105.375,,0.903343,
66,OREAS 152c,0.910106,76447.8,,22.4656,0.134147,9.9,869.793,,2.13718,,1.58986,,,,15452.2,,0.647233,62.9692,,,11.204,41.2727,,9.32171,3779.36,,,,,3.04551,,1.25355,,1.24971,,,29641.4,,,,,,,20.4608,,4.91016,,0.103667,,1.62901,,0.0322778,0.503833,,0.330363,,25920.4,,,,,,,30.5746,,43.4575,,0.149591,,,,7546.02,,315.887,,92.7505,21975.8,,10.6459,,27.4547,,16.8003,,,763.686,,61.2325,,,7.06929,,,144.202,0.0551304,,,6175.35,,,,,1.4492,8.17211,4.6332,,,5.81851,,4.5642,,196.064,,0.926075,,0.63976,,0.608109,11.6793,,3229.38,,0.812475,0.162682,,3.20013,,74.1857,,9.36056,,13.7453,,0.994776,,228.615,,53.0305,
67,OREAS 153a,,,,,0.311,,,,,,,,,,,,,,,,,,,,7120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,12700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,OREAS 153b,1.44787,79449.5,,79.0472,0.31338,9.9,102.877,,0.515129,,1.60931,,,,18307.3,,0.263325,11.7222,,,15.3941,17.3055,,0.439633,6782.15,,1574.88,,,2.1113,,1.22997,,0.66905,,,38550.1,,,,,,,18.8457,,2.1539,,,,0.495,,0.066353,0.428797,,0.231829,,11557.4,,,,,,,5.03289,,5.69046,,0.155945,,,,16435.4,,280.722,,163.228,24595.5,,1.42479,,7.3985,,11.8708,,,527.357,,13.1044,,,1.72103,,,20.5214,0.176035,,,12802.9,,,,,3.04038,16.8087,11.1718,,,1.93237,,3.97231,,163.645,,0.495,,0.356194,,0.267383,0.454225,,2848.16,,0.163413,0.176283,,0.106276,,230.204,,2.02306,,11.0586,,1.17261,,121.505,,9.9,
69,OREAS 153c,1.76696,74795.9,,40.6239,0.327193,9.9,781.93,,2.01061,,2.34658,,,,15668.1,,1.04015,56.4735,,,14.5575,36.4612,,7.95905,7123.79,,,,,2.9798,,1.26428,,1.19532,,,31486.9,,,,,,,19.659,,4.52905,,0.109792,,1.66757,,0.0570694,0.490348,,0.565525,,26802.9,,,,,,,27.212,,38.8088,,0.170034,,,,7858.6,,306.862,,175.557,23246.3,,9.65424,,23.8541,,15.2744,,,766.104,,91.8017,,,6.57445,,,128.746,0.0563329,,,10549.6,,,,,2.89717,8.10948,8.58602,,,5.49119,,4.23322,,247.973,,0.851133,,0.596947,,1.1305,10.1393,,2990.21,,0.714673,0.167771,,2.87559,,81.6694,,8.54445,,13.3258,,1.07765,,358.503,,54.7837,
70,OREAS 15Pa,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,OREAS 15Pb,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,OREAS 15Pc,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,OREAS 15Pz,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,OREAS 15d,,,,,1.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,OREAS 15f,,,,,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,OREAS 15g,,,,,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,OREAS 15h,,,,,1.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,OREAS 160,1.98,,50100.0,,,,,,,,,,,,,1500.0,,,,,2.8,,,,13.0,,,,,,,,,,,,11300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,400.0,,,,,,,,,887000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,
79,OREAS 161,4.95,,25100.0,,,,,,,,,,,,,1600.0,,,,,119.0,,,,4000.0,,,,,,,,,,,,43200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35900.0,,,,,,,,,,,,,,,109.0,,,,,,,,,,29600.0,,,,,,,,,842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,
80,OREAS 162,9.9,,16400.0,,,,,,,,,,,,,131000.0,,,,,631.0,,,,7610.0,,,,,,,,,,,,86300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90400.0,,,,,,,,,,,,,,,320.0,,,,,,,,,,44000.0,,,,,,,,,404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,,,
81,OREAS 163,5.0,,31600.0,,,,,,,,,,,,,9200.0,,,,,230.0,,,,17100.0,,,,,,,,,,,,111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53400.0,,,,,,,,,,,,,,,461.0,,,,,,,,,,99800.0,,,,,,,,,634000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,
82,OREAS 163b,4.25842,3724.11,6986.93,167.874,0.0198,9.9,38.5096,63.997,0.285535,,17.2788,16440.6,,,26412.6,36928.1,0.453719,9.9871,,,236.518,12.8579,99.0,0.969044,16833.6,,,,,0.857777,,0.376603,,0.159764,,,40998.1,,,58129.4,,,,1.46528,,1.23062,,0.0673809,,0.367871,,0.0793821,0.13305,,1.06242,,897.002,1054.88,49939.2,,,,,4.73531,,100.311,,0.099,,,,35119.2,57471.6,479.555,615.852,2.09626,165.266,,1.44992,,5.18096,,24.349,,,176.717,382.479,55.685,,,1.3111,,,4.69923,0.00198,,,33485.8,,,,83861.5,8.46399,1.01662,1.68787,347556.0,736264.0,1.28513,,2.40996,,9.39355,118.8,2.05393,,0.162843,,0.0495,0.918699,,205.127,563.925,1.59483,0.099,,0.699523,,10.6751,,2.04948,,4.67102,,0.290845,,26.5764,,12.0591,
83,OREAS 164,4.95,,20500.0,,,,,,,,,,,,,4010.0,,,,,168.0,,,,22200.0,,,,,,,,,,,,68800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30700.0,,,,,,,,,,,,,,,199.0,,,,,,,,,,59800.0,,,,,,,,,779000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,
84,OREAS 165,3.1,,26100.0,,,,,,,,,,,,,1100.0,,,,,2445.0,,,,32100.0,,,,,,,,,,,,88600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34800.0,,,,,,,,,,,,,,,434.0,,,,,,,,,,82800.0,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,
85,OREAS 166,12.0,,13400.0,,,,,,,,,,,,,9800.0,,,,,1970.0,,,,87500.0,,,,,,,,,,,,114500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700.0,,,,,,,,,,,,,,,128.0,,,,,,,,,,112900.0,,,,,,,,,614000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,
86,OREAS 16a,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,OREAS 16b,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,OREAS 170a,,,44400.0,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,64900.0,,,,,,,,,,,,,,,,,,17000.0,121400.0,,,,,,,,,,,,,,2220.0,450600.0,581700.0,,,2760.0,,,,,,,,,1520.0,,,,,,,,,,,,,,,,,,,,113400.0,,,,,,,,,,,,,,,1790.0,,,,,,,,,,,,,,,,,
89,OREAS 170b,,,39000.0,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,,,,,,,,,,,70400.0,,,,,,,,,,,,,,,,,,18000.0,119500.0,,,,,,,,,,,,,,3290.0,460600.0,594600.0,,,3180.0,,,,,,,,,1950.0,,,,,,,,,,,,,,,,,,,,94900.0,,,,,,,,,,,,,,,1890.0,,,,,,,,,,,,,,,,,
90,OREAS 171,,,73194.5,,,,,2467.57,,,,,,,,809.452,,,,,,,,,,,,,,,,,,,,,36602.7,,,,,,,,,,,,,,,,,,,,,20538.2,105396.0,,,,,,,,,,,,,,2172.69,351012.0,,,,2355.36,,,,,,,,662.506,,,,,,,,,,,,,,,,,,,,,248229.0,,,,,,,,,,,,,,,3357.55,,,,,,,417.884,,,,,,,,,,
91,OREAS 172,,,57989.2,,,,,2852.6,,,,,,,,954.79,,,,,,,,,,,,,,,,,,,,,38292.2,,,,,,,,,,,,,,,,,,,,,18910.1,120396.0,,,,,,,,,,,,,,1409.42,427527.0,,,,2726.01,,,,,,,,751.949,,,,,,,,,,,,,,,,,,,,,140945.0,,,,,,,,,,,,,,,2364.7,,,,,,,501.278,,,,,,,,,,
92,OREAS 173,,35797.6,79676.7,57.109,,,7898.96,8940.84,4.59932,,0.937352,,,,2463.06,3474.01,0.274812,64.4289,,,70.3598,68.6706,,0.914998,107.701,,,,,7.53731,,4.38753,,,,,252329.0,,,360754.0,,,,16.3315,,,,,,2.05416,,,1.55507,,0.088314,,7081.23,8524.75,65529.0,,,,,34.5076,,1180.82,,0.604101,,,,1656.04,3079.37,282968.0,365376.0,2.06063,3198.38,4373.28,5.10375,,35.8253,,136.855,,,391.482,897.121,282.476,,,8.57939,,,11.8982,0.00198,,,,,,4250740.0,149.344,3.22942,16.2369,0.99,,70995.6,8.28042,,1.98058,,420.13,,0.353889,,1.30004,,,4.43447,,1987.3,3528.31,0.824887,0.606754,,1.6411,,118.468,222.6,9.10808,,49.6293,,3.85314,,79.6253,,70.892,
93,OREAS 174,,32895.9,73613.8,28.2639,,,9366.85,10610.6,4.26384,,0.364676,,,,2306.77,3204.16,0.33401,58.8427,,,70.0416,84.1655,,0.654178,110.838,,,,,9.66957,,5.77794,,,,,203156.0,,,290452.0,,,,17.6927,,10.5678,,,,2.06822,,,2.037,,0.0768306,,6784.61,8203.69,73158.3,,,,,37.0905,,843.051,,0.816249,,,,1982.82,3535.62,339550.0,438436.0,1.93386,3256.74,4313.0,5.57425,,43.512,,144.873,,,450.796,1033.04,284.817,,,9.82917,,,8.37161,0.00198,,,,,,4355250.0,391.066,1.80478,16.7789,0.99,,60553.7,9.72596,,1.84443,,527.619,,0.396139,,1.60405,,,4.36852,,2225.13,3793.68,0.28602,0.790245,,1.36442,,123.892,237.97,3.95735,,69.3569,,5.14189,,88.9352,,71.3373,
94,OREAS 175,,28679.3,66499.7,29.6143,,,9597.91,10821.0,3.46642,,0.247667,,,,2402.88,3353.07,0.254125,45.9952,,,49.7529,90.9577,,0.510135,114.701,,,,,9.23338,,5.57718,,,,,155072.0,,,221707.0,,,,19.3631,,9.94949,,,,1.66326,,,1.94674,,0.0720483,,5580.84,6625.96,69917.2,,,,,29.2337,,581.481,,0.759887,,,,1959.49,3529.89,410419.0,529944.0,2.56638,2479.97,3215.9,4.00127,,37.2531,,108.66,,,440.136,1008.62,226.833,,,8.47662,,,6.06675,0.00198,,,987.267,,,4415910.0,793.147,1.64977,14.4232,0.99,,43609.0,9.33283,,1.75925,,431.366,,0.29085,,1.53228,,,3.09771,,1775.62,2967.54,0.229484,0.747344,,1.17127,,142.23,269.524,4.2823,,66.2959,,4.79157,,82.6789,,52.7857,
95,OREAS 17Pb,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,OREAS 17c,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,OREAS 180,,,130819.0,25.107,,,139.808,,,,,8698.4,,,,31055.5,9.9,11.7111,,,243.729,,13047.3,0.623702,90.9902,,,,,,,,,0.429,,,,,,354393.0,,,,11.5709,,1.462,,,,2.03,,,0.294333,,,,,1317.15,120668.0,,,,,4.76067,,14.6548,,,,,,,16974.5,,1089.48,4.95,,2958.29,2.16287,,5.64667,,3092.67,,,,189.313,,,,1.45,,,6.35318,,,,719.291,,,2888750.0,,1.47954,41.5318,,,319741.0,1.47533,,9.9,,113.357,,,,0.244167,,,3.50267,,,3641.05,,,,1.17944,,166.231,,3.71548,,6.40578,,0.949167,,72.9483,,71.6111,
