Summary by Sample
Dataset Name:, C:\Elandata\DataSet\1404-06-04
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,W
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Ce140,6.1e+005,,,cps,36.1,,,ppm
Pr141,8.9e+004,,,cps,4.22,,,ppm
Nd142,1.04e+005,,,cps,18.3,,,ppm
Sm152,2.38e+004,,,cps,3.9,,,ppm
Eu153,1.25e+004,,,cps,1.03,,,ppm
Gd158,3.13e+004,,,cps,5.41,,,ppm
Tb159,1.34e+004,,,cps,0.574,,,ppm
Dy164,1.87e+004,,,cps,2.83,,,ppm
Ho165,1.2e+004,,,cps,0.497,,,ppm
Er166,1.26e+004,,,cps,1.57,,,ppm
Tm169,5.15e+003,,,cps,0.212,,,ppm
Yb174,1.11e+004,,,cps,1.43,,,ppm
Lu175,4.99e+003,,,cps,0.232,,,ppm
U238,2.34e+004,,,cps,1.7,,,ppm
Ga69,8.75e+004,,,cps,12.7,,,ppm
Sample ID:,1627-31
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,183,,,cps,0.222,,,ppm
Bi209,4.54e+003,,,cps,0.697,,,ppm
Cd111,387,,,cps,0.237,,,ppm
Cs133,5.53e+004,,,cps,2.94,,,ppm
Co59,8.28e+004,,,cps,9.42,,,ppm
Pb208,1.66e+005,,,cps,23.1,,,ppm
Rb85,5.57e+005,,,cps,51.6,,,ppm
Se82,56.4,,,cps,0.406,,,ppm
Ag107,1.28e+004,,,cps,1.87,,,ppm
Te130,-213,,,cps,-0.172,,,ppm
Ta181,1.01e+004,,,cps,0.676,,,ppm
Tl205,2.93e+003,,,cps,0.292,,,ppm
Ge74,-45.1,,,cps,-1.7e-002,,,ppm
Hf180,1.25e+004,,,cps,1.71,,,ppm
Mo98,4.58e+003,,,cps,1.39,,,ppm
Nb93,8.39e+004,,,cps,7.44,,,ppm
Sb121,2.34e+003,,,cps,0.5,,,ppm
Sn118,6.07e+003,,,cps,1.37,,,ppm
W184,4.48e+003,,,cps,0.917,,,ppm
Zr90,3.85e+005,,,cps,55.3,,,ppm
As75,3.97e+004,,,cps,40.6,,,ppm
V51,2.88e+005,,,cps,54.3,,,ppm
Cr52,3.01e+005,,,cps,48.5,,,ppm
Ni60,6.95e+004,,,cps,36.4,,,ppm
Cu63,8.8e+004,,,cps,19.9,,,ppm
Zn66,5.76e+004,,,cps,41.6,,,ppm
Th232,8.38e+004,,,cps,6.14,,,ppm
Sc45,5.58e+004,,,cps,11.6,,,ppm
Y89,1.96e+005,,,cps,12.1,,,ppm
La139,3.06e+005,,,cps,15.9,,,ppm
Ce140,5.29e+005,,,cps,30.8,,,ppm
Pr141,8.26e+004,,,cps,3.86,,,ppm
Nd142,8.74e+004,,,cps,15.1,,,ppm
Sm152,2.2e+004,,,cps,3.56,,,ppm
Eu153,1.24e+004,,,cps,1.01,,,ppm
Gd158,2.78e+004,,,cps,4.74,,,ppm
Tb159,1.27e+004,,,cps,0.537,,,ppm
Dy164,1.84e+004,,,cps,2.75,,,ppm
Ho165,1.18e+004,,,cps,0.481,,,ppm
Er166,1.24e+004,,,cps,1.53,,,ppm
Tm169,5.1e+003,,,cps,0.207,,,ppm
Yb174,1.09e+004,,,cps,1.38,,,ppm
Lu175,4.79e+003,,,cps,0.219,,,ppm
U238,2.4e+004,,,cps,1.72,,,ppm
Ga69,8.52e+004,,,cps,12.2,,,ppm
Sample ID:,1627-32
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,233,,,cps,0.284,,,ppm
Bi209,4.06e+003,,,cps,0.626,,,ppm
Cd111,392,,,cps,0.241,,,ppm
Cs133,6.41e+004,,,cps,3.42,,,ppm
Co59,7.63e+004,,,cps,8.73,,,ppm
Pb208,1.55e+005,,,cps,21.6,,,ppm
Rb85,6.3e+005,,,cps,58.7,,,ppm
Se82,-61.1,,,cps,-0.442,,,ppm
Ag107,1.17e+004,,,cps,1.71,,,ppm
Te130,-208,,,cps,-0.169,,,ppm
Ta181,8.29e+003,,,cps,0.56,,,ppm
Tl205,3.31e+003,,,cps,0.332,,,ppm
Ge74,-9.95,,,cps,-3.77e-003,,,ppm
Hf180,1.12e+004,,,cps,1.54,,,ppm
Mo98,5.e+003,,,cps,1.52,,,ppm
Nb93,8.37e+004,,,cps,7.45,,,ppm
Sb121,2.14e+003,,,cps,0.458,,,ppm
Sn118,6.77e+003,,,cps,1.53,,,ppm
W184,4.65e+003,,,cps,0.956,,,ppm
Zr90,3.61e+005,,,cps,52.1,,,ppm
As75,2.75e+004,,,cps,28.3,,,ppm
V51,3.08e+005,,,cps,58.5,,,ppm
Cr52,2.92e+005,,,cps,47.2,,,ppm
Ni60,6.85e+004,,,cps,36.,,,ppm
Cu63,1.02e+005,,,cps,23.3,,,ppm
Zn66,5.7e+004,,,cps,41.4,,,ppm
Th232,9.09e+004,,,cps,6.69,,,ppm
Sc45,5.23e+004,,,cps,10.9,,,ppm
Y89,2.e+005,,,cps,12.4,,,ppm
La139,3.72e+005,,,cps,19.4,,,ppm
Ce140,6.35e+005,,,cps,37.2,,,ppm
Pr141,9.27e+004,,,cps,4.35,,,ppm
Nd142,9.56e+004,,,cps,16.6,,,ppm
Sm152,2.38e+004,,,cps,3.86,,,ppm
Eu153,1.28e+004,,,cps,1.05,,,ppm
Gd158,3.18e+004,,,cps,5.44,,,ppm
Tb159,1.3e+004,,,cps,0.555,,,ppm
Dy164,1.9e+004,,,cps,2.85,,,ppm
Ho165,1.18e+004,,,cps,0.482,,,ppm
Er166,1.31e+004,,,cps,1.62,,,ppm
Tm169,5.14e+003,,,cps,0.21,,,ppm
Yb174,1.07e+004,,,cps,1.37,,,ppm
Lu175,4.86e+003,,,cps,0.223,,,ppm
U238,2.38e+004,,,cps,1.71,,,ppm
Ga69,8.39e+004,,,cps,12.,,,ppm
Sample ID:,1627-33
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,174,,,cps,0.212,,,ppm
Bi209,4.17e+003,,,cps,0.643,,,ppm
Cd111,292,,,cps,0.18,,,ppm
Cs133,5.79e+004,,,cps,3.09,,,ppm
Co59,8.23e+004,,,cps,9.41,,,ppm
Pb208,1.38e+005,,,cps,19.2,,,ppm
Rb85,5.55e+005,,,cps,51.7,,,ppm
Se82,-147,,,cps,-1.06,,,ppm
Ag107,1.07e+004,,,cps,1.57,,,ppm
Te130,-140,,,cps,-0.114,,,ppm
Ta181,9.31e+003,,,cps,0.629,,,ppm
Tl205,2.85e+003,,,cps,0.286,,,ppm
Ge74,74.4,,,cps,2.82e-002,,,ppm
Hf180,1.11e+004,,,cps,1.52,,,ppm
Mo98,4.04e+003,,,cps,1.23,,,ppm
Nb93,7.99e+004,,,cps,7.12,,,ppm
Sb121,2.19e+003,,,cps,0.469,,,ppm
Sn118,6.19e+003,,,cps,1.4,,,ppm
W184,4.09e+003,,,cps,0.842,,,ppm
Zr90,4.16e+005,,,cps,60.,,,ppm
As75,3.96e+004,,,cps,40.7,,,ppm
V51,2.6e+005,,,cps,49.3,,,ppm
Cr52,2.55e+005,,,cps,41.2,,,ppm
Ni60,6.63e+004,,,cps,34.8,,,ppm
Cu63,8.49e+004,,,cps,19.3,,,ppm
Zn66,5.2e+004,,,cps,37.8,,,ppm
Th232,8.61e+004,,,cps,6.34,,,ppm
Sc45,4.92e+004,,,cps,10.3,,,ppm
Y89,1.94e+005,,,cps,12.1,,,ppm
La139,3.16e+005,,,cps,16.5,,,ppm
Ce140,5.66e+005,,,cps,33.1,,,ppm
Pr141,8.13e+004,,,cps,3.82,,,ppm
Nd142,8.75e+004,,,cps,15.2,,,ppm
Sm152,2.1e+004,,,cps,3.41,,,ppm
Eu153,1.17e+004,,,cps,0.964,,,ppm
Gd158,2.9e+004,,,cps,4.96,,,ppm
Tb159,1.2e+004,,,cps,0.512,,,ppm
Dy164,1.79e+004,,,cps,2.69,,,ppm
Ho165,1.19e+004,,,cps,0.486,,,ppm
Er166,1.22e+004,,,cps,1.5,,,ppm
Tm169,4.91e+003,,,cps,0.201,,,ppm
Yb174,1.06e+004,,,cps,1.35,,,ppm
Lu175,4.57e+003,,,cps,0.21,,,ppm
U238,2.24e+004,,,cps,1.61,,,ppm
Ga69,7.24e+004,,,cps,10.4,,,ppm
Sample ID:,1627-34
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,175,,,cps,0.208,,,ppm
Bi209,5.72e+003,,,cps,0.862,,,ppm
Cd111,366,,,cps,0.22,,,ppm
Cs133,6.05e+004,,,cps,3.15,,,ppm
Co59,8.34e+004,,,cps,9.32,,,ppm
Pb208,2.11e+005,,,cps,28.8,,,ppm
Rb85,5.54e+005,,,cps,50.3,,,ppm
Se82,-49.7,,,cps,-0.351,,,ppm
Ag107,1.34e+004,,,cps,1.92,,,ppm
Te130,-193,,,cps,-0.153,,,ppm
Ta181,7.34e+003,,,cps,0.484,,,ppm
Tl205,3.11e+003,,,cps,0.304,,,ppm
Ge74,221,,,cps,8.16e-002,,,ppm
Hf180,1.05e+004,,,cps,1.41,,,ppm
Mo98,5.56e+003,,,cps,1.65,,,ppm
Nb93,7.25e+004,,,cps,6.31,,,ppm
Sb121,2.79e+003,,,cps,0.585,,,ppm
Sn118,6.32e+003,,,cps,1.4,,,ppm
W184,4.05e+003,,,cps,0.814,,,ppm
Zr90,3.36e+005,,,cps,47.3,,,ppm
As75,4.6e+004,,,cps,46.1,,,ppm
V51,2.84e+005,,,cps,52.6,,,ppm
Cr52,2.91e+005,,,cps,45.9,,,ppm
Ni60,6.54e+004,,,cps,33.5,,,ppm
Cu63,9.26e+004,,,cps,20.6,,,ppm
Zn66,5.65e+004,,,cps,40.1,,,ppm
Th232,8.56e+004,,,cps,6.15,,,ppm
Sc45,4.98e+004,,,cps,10.2,,,ppm
Y89,1.93e+005,,,cps,11.7,,,ppm
La139,3.02e+005,,,cps,15.4,,,ppm
Ce140,5.28e+005,,,cps,30.2,,,ppm
Pr141,8.08e+004,,,cps,3.7,,,ppm
Nd142,8.79e+004,,,cps,14.9,,,ppm
Sm152,2.28e+004,,,cps,3.62,,,ppm
Eu153,1.39e+004,,,cps,1.12,,,ppm
Gd158,2.9e+004,,,cps,4.85,,,ppm
Tb159,1.28e+004,,,cps,0.533,,,ppm
Dy164,1.83e+004,,,cps,2.68,,,ppm
Ho165,1.19e+004,,,cps,0.476,,,ppm
Er166,1.22e+004,,,cps,1.47,,,ppm
Tm169,4.83e+003,,,cps,0.193,,,ppm
Yb174,1.07e+004,,,cps,1.33,,,ppm
Lu175,4.74e+003,,,cps,0.213,,,ppm
U238,2.2e+004,,,cps,1.55,,,ppm
Ga69,7.64e+004,,,cps,10.7,,,ppm
Sample ID:,1627-35
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,151,,,cps,0.185,,,ppm
Bi209,3.61e+003,,,cps,0.559,,,ppm
Cd111,291,,,cps,0.18,,,ppm
Cs133,4.95e+004,,,cps,2.65,,,ppm
Co59,7.03e+004,,,cps,8.09,,,ppm
Pb208,1.49e+005,,,cps,20.9,,,ppm
Rb85,4.65e+005,,,cps,43.6,,,ppm
Se82,-71.2,,,cps,-0.518,,,ppm
Ag107,1.06e+004,,,cps,1.57,,,ppm
Te130,-128,,,cps,-0.105,,,ppm
Ta181,4.35e+003,,,cps,0.296,,,ppm
Tl205,2.7e+003,,,cps,0.272,,,ppm
Ge74,173,,,cps,6.59e-002,,,ppm
Hf180,7.76e+003,,,cps,1.07,,,ppm
Mo98,2.36e+003,,,cps,0.722,,,ppm
Nb93,3.59e+004,,,cps,3.21,,,ppm
Sb121,1.22e+003,,,cps,0.263,,,ppm
Sn118,4.12e+003,,,cps,0.937,,,ppm
W184,1.8e+003,,,cps,0.372,,,ppm
Zr90,2.24e+005,,,cps,32.5,,,ppm
As75,3.63e+004,,,cps,37.4,,,ppm
V51,2.53e+005,,,cps,48.2,,,ppm
Cr52,1.57e+005,,,cps,25.4,,,ppm
Ni60,5.71e+004,,,cps,30.2,,,ppm
Cu63,7.82e+004,,,cps,17.9,,,ppm
Zn66,4.75e+004,,,cps,34.7,,,ppm
Th232,7.44e+004,,,cps,5.5,,,ppm
Sc45,4.42e+004,,,cps,9.29,,,ppm
Y89,1.76e+005,,,cps,10.9,,,ppm
La139,2.86e+005,,,cps,15.,,,ppm
Ce140,5.05e+005,,,cps,29.7,,,ppm
Pr141,7.36e+004,,,cps,3.47,,,ppm
Nd142,8.01e+004,,,cps,14.,,,ppm
Sm152,2.13e+004,,,cps,3.48,,,ppm
Eu153,1.19e+004,,,cps,0.981,,,ppm
Gd158,2.78e+004,,,cps,4.77,,,ppm
Tb159,1.18e+004,,,cps,0.504,,,ppm
Dy164,1.69e+004,,,cps,2.55,,,ppm
Ho165,1.11e+004,,,cps,0.454,,,ppm
Er166,1.17e+004,,,cps,1.45,,,ppm
Tm169,4.35e+003,,,cps,0.179,,,ppm
Yb174,9.43e+003,,,cps,1.21,,,ppm
Lu175,4.38e+003,,,cps,0.202,,,ppm
U238,1.96e+004,,,cps,1.42,,,ppm
Ga69,6.67e+004,,,cps,9.63,,,ppm
Sample ID:,1627-36
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,86.,,,cps,0.103,,,ppm
Bi209,2.69e+003,,,cps,0.406,,,ppm
Cd111,368,,,cps,0.223,,,ppm
Cs133,3.05e+004,,,cps,1.59,,,ppm
Co59,9.46e+004,,,cps,10.6,,,ppm
Pb208,1.51e+005,,,cps,20.8,,,ppm
Rb85,3.42e+005,,,cps,31.2,,,ppm
Se82,-150,,,cps,-1.06,,,ppm
Ag107,1.08e+004,,,cps,1.55,,,ppm
Te130,-255,,,cps,-0.203,,,ppm
Ta181,6.76e+003,,,cps,0.448,,,ppm
Tl205,3.08e+003,,,cps,0.303,,,ppm
Ge74,351,,,cps,0.131,,,ppm
Hf180,1.06e+004,,,cps,1.43,,,ppm
Mo98,5.04e+003,,,cps,1.5,,,ppm
Nb93,5.64e+004,,,cps,4.93,,,ppm
Sb121,2.4e+003,,,cps,0.504,,,ppm
Sn118,5.32e+003,,,cps,1.18,,,ppm
W184,3.62e+003,,,cps,0.731,,,ppm
Zr90,2.93e+005,,,cps,41.5,,,ppm
As75,2.5e+004,,,cps,25.2,,,ppm
V51,5.33e+005,,,cps,99.2,,,ppm
Cr52,1.54e+005,,,cps,24.4,,,ppm
Ni60,3.95e+004,,,cps,20.4,,,ppm
Cu63,1.47e+005,,,cps,32.7,,,ppm
Zn66,5.29e+004,,,cps,37.7,,,ppm
Th232,5.69e+004,,,cps,4.1,,,ppm
Sc45,6.23e+004,,,cps,12.8,,,ppm
Y89,1.8e+005,,,cps,10.9,,,ppm
La139,2.24e+005,,,cps,11.5,,,ppm
Ce140,4.05e+005,,,cps,23.2,,,ppm
Pr141,6.24e+004,,,cps,2.87,,,ppm
Nd142,6.7e+004,,,cps,11.4,,,ppm
Sm152,2.16e+004,,,cps,3.44,,,ppm
Eu153,1.55e+004,,,cps,1.25,,,ppm
Gd158,2.57e+004,,,cps,4.32,,,ppm
Tb159,1.19e+004,,,cps,0.496,,,ppm
Dy164,1.81e+004,,,cps,2.66,,,ppm
Ho165,1.18e+004,,,cps,0.473,,,ppm
Er166,1.25e+004,,,cps,1.51,,,ppm
Tm169,5.14e+003,,,cps,0.206,,,ppm
Yb174,1.15e+004,,,cps,1.44,,,ppm
Lu175,4.93e+003,,,cps,0.222,,,ppm
U238,1.82e+004,,,cps,1.29,,,ppm
Ga69,8.55e+004,,,cps,12.,,,ppm
Sample ID:,1627-37
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,103,,,cps,0.122,,,ppm
Bi209,2.33e+003,,,cps,0.351,,,ppm
Cd111,241,,,cps,0.145,,,ppm
Cs133,5.03e+004,,,cps,2.62,,,ppm
Co59,6.29e+004,,,cps,7.02,,,ppm
Pb208,1.11e+005,,,cps,15.1,,,ppm
Rb85,4.63e+005,,,cps,42.1,,,ppm
Se82,-17.5,,,cps,-0.123,,,ppm
Ag107,1.19e+004,,,cps,1.71,,,ppm
Te130,-368,,,cps,-0.291,,,ppm
Ta181,5.76e+003,,,cps,0.38,,,ppm
Tl205,3.04e+003,,,cps,0.298,,,ppm
Ge74,106,,,cps,3.92e-002,,,ppm
Hf180,1.17e+004,,,cps,1.56,,,ppm
Mo98,4.85e+003,,,cps,1.44,,,ppm
Nb93,6.39e+004,,,cps,5.56,,,ppm
Sb121,1.85e+003,,,cps,0.387,,,ppm
Sn118,6.01e+003,,,cps,1.33,,,ppm
W184,3.42e+003,,,cps,0.687,,,ppm
Zr90,3.23e+005,,,cps,45.5,,,ppm
As75,2.73e+004,,,cps,27.4,,,ppm
V51,2.67e+005,,,cps,49.5,,,ppm
Cr52,1.88e+005,,,cps,29.7,,,ppm
Ni60,4.91e+004,,,cps,25.2,,,ppm
Cu63,8.79e+004,,,cps,19.5,,,ppm
Zn66,4.01e+004,,,cps,28.4,,,ppm
Th232,8.37e+004,,,cps,6.01,,,ppm
Sc45,4.09e+004,,,cps,8.36,,,ppm
Y89,1.82e+005,,,cps,11.,,,ppm
La139,3.03e+005,,,cps,15.4,,,ppm
Ce140,5.26e+005,,,cps,30.1,,,ppm
Pr141,7.8e+004,,,cps,3.57,,,ppm
Nd142,8.43e+004,,,cps,14.3,,,ppm
Sm152,2.17e+004,,,cps,3.44,,,ppm
Eu153,1.3e+004,,,cps,1.05,,,ppm
Gd158,2.99e+004,,,cps,4.99,,,ppm
Tb159,1.21e+004,,,cps,0.503,,,ppm
Dy164,1.77e+004,,,cps,2.6,,,ppm
Ho165,1.19e+004,,,cps,0.473,,,ppm
Er166,1.22e+004,,,cps,1.47,,,ppm
Tm169,4.94e+003,,,cps,0.197,,,ppm
Yb174,1.08e+004,,,cps,1.35,,,ppm
Lu175,5.13e+003,,,cps,0.23,,,ppm
U238,2.38e+004,,,cps,1.67,,,ppm
Ga69,6.47e+004,,,cps,9.06,,,ppm
Sample ID:,1627-38
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,70.,,,cps,8.4e-002,,,ppm
Bi209,3.77e+003,,,cps,0.573,,,ppm
Cd111,341,,,cps,0.207,,,ppm
Cs133,3.87e+004,,,cps,2.03,,,ppm
Co59,8.81e+004,,,cps,9.93,,,ppm
Pb208,1.9e+005,,,cps,26.3,,,ppm
Rb85,3.53e+005,,,cps,32.4,,,ppm
Se82,106,,,cps,0.759,,,ppm
Ag107,1.14e+004,,,cps,1.66,,,ppm
Te130,-69.5,,,cps,-5.55e-002,,,ppm
Ta181,8.31e+003,,,cps,0.554,,,ppm
Tl205,2.78e+003,,,cps,0.274,,,ppm
Ge74,328,,,cps,0.123,,,ppm
Hf180,1.15e+004,,,cps,1.56,,,ppm
Mo98,5.66e+003,,,cps,1.7,,,ppm
Nb93,7.09e+004,,,cps,6.22,,,ppm
Sb121,2.26e+003,,,cps,0.479,,,ppm
Sn118,6.82e+003,,,cps,1.52,,,ppm
W184,3.89e+003,,,cps,0.79,,,ppm
Zr90,3.02e+005,,,cps,43.,,,ppm
As75,2.77e+004,,,cps,28.,,,ppm
V51,1.21e+006,,,cps,227,,,ppm
Cr52,2.2e+005,,,cps,35.1,,,ppm
Ni60,4.44e+004,,,cps,23.,,,ppm
Cu63,1.16e+005,,,cps,26.1,,,ppm
Zn66,5.86e+004,,,cps,41.9,,,ppm
Th232,7.32e+004,,,cps,5.31,,,ppm
Sc45,4.78e+004,,,cps,9.86,,,ppm
Y89,1.66e+005,,,cps,10.1,,,ppm
La139,2.5e+005,,,cps,12.8,,,ppm
Ce140,4.69e+005,,,cps,27.1,,,ppm
Pr141,6.66e+004,,,cps,3.08,,,ppm
Nd142,7.e+004,,,cps,12.,,,ppm
Sm152,2.16e+004,,,cps,3.45,,,ppm
Eu153,1.49e+004,,,cps,1.21,,,ppm
Gd158,2.75e+004,,,cps,4.63,,,ppm
Tb159,1.21e+004,,,cps,0.509,,,ppm
Dy164,1.81e+004,,,cps,2.68,,,ppm
Ho165,1.19e+004,,,cps,0.48,,,ppm
Er166,1.24e+004,,,cps,1.51,,,ppm
Tm169,5.08e+003,,,cps,0.205,,,ppm
Yb174,1.13e+004,,,cps,1.42,,,ppm
Lu175,4.95e+003,,,cps,0.224,,,ppm
U238,2.24e+004,,,cps,1.59,,,ppm
Ga69,7.21e+004,,,cps,10.2,,,ppm
Sample ID:,1627-39
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,90.,,,cps,0.109,,,ppm
Bi209,2.43e+003,,,cps,0.374,,,ppm
Cd111,299,,,cps,0.183,,,ppm
Cs133,4.25e+004,,,cps,2.26,,,ppm
Co59,7.09e+004,,,cps,8.07,,,ppm
Pb208,1.34e+005,,,cps,18.7,,,ppm
Rb85,3.92e+005,,,cps,36.3,,,ppm
Se82,-459,,,cps,-3.31,,,ppm
Ag107,1.09e+004,,,cps,1.6,,,ppm
Te130,-435,,,cps,-0.351,,,ppm
Ta181,7.56e+003,,,cps,0.509,,,ppm
Tl205,2.99e+003,,,cps,0.299,,,ppm
Ge74,129,,,cps,4.88e-002,,,ppm
Hf180,1.08e+004,,,cps,1.48,,,ppm
Mo98,4.21e+003,,,cps,1.28,,,ppm
Nb93,6.28e+004,,,cps,5.57,,,ppm
Sb121,2.01e+003,,,cps,0.43,,,ppm
Sn118,5.63e+003,,,cps,1.27,,,ppm
W184,3.8e+003,,,cps,0.779,,,ppm
Zr90,2.84e+005,,,cps,40.8,,,ppm
As75,2.45e+004,,,cps,25.,,,ppm
V51,3.12e+005,,,cps,59.,,,ppm
Cr52,1.84e+005,,,cps,29.7,,,ppm
Ni60,4.27e+004,,,cps,22.3,,,ppm
Cu63,1.03e+005,,,cps,23.3,,,ppm
Zn66,4.35e+004,,,cps,31.4,,,ppm
Th232,6.91e+004,,,cps,5.06,,,ppm
Sc45,4.7e+004,,,cps,9.8,,,ppm
Y89,1.6e+005,,,cps,9.9,,,ppm
La139,2.45e+005,,,cps,12.7,,,ppm
Ce140,4.21e+005,,,cps,24.6,,,ppm
Pr141,6.46e+004,,,cps,3.02,,,ppm
Nd142,7.21e+004,,,cps,12.5,,,ppm
Sm152,2.04e+004,,,cps,3.3,,,ppm
Eu153,1.38e+004,,,cps,1.13,,,ppm
Gd158,2.64e+004,,,cps,4.49,,,ppm
Tb159,1.13e+004,,,cps,0.48,,,ppm
Dy164,1.68e+004,,,cps,2.51,,,ppm
Ho165,1.07e+004,,,cps,0.434,,,ppm
Er166,1.16e+004,,,cps,1.43,,,ppm
Tm169,4.52e+003,,,cps,0.184,,,ppm
Yb174,1.05e+004,,,cps,1.33,,,ppm
Lu175,4.74e+003,,,cps,0.217,,,ppm
U238,2.12e+004,,,cps,1.52,,,ppm
Ga69,7.02e+004,,,cps,10.,,,ppm
Sample ID:,1627-40
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,68.,,,cps,8.12e-002,,,ppm
Bi209,2.4e+003,,,cps,0.363,,,ppm
Cd111,208,,,cps,0.126,,,ppm
Cs133,2.65e+004,,,cps,1.39,,,ppm
Co59,5.03e+004,,,cps,5.65,,,ppm
Pb208,1.45e+005,,,cps,19.9,,,ppm
Rb85,2.55e+005,,,cps,23.3,,,ppm
Se82,768,,,cps,5.45,,,ppm
Ag107,1.3e+004,,,cps,1.87,,,ppm
Te130,-316,,,cps,-0.252,,,ppm
Ta181,5.87e+003,,,cps,0.389,,,ppm
Tl205,3.24e+003,,,cps,0.318,,,ppm
Ge74,5.67,,,cps,2.11e-003,,,ppm
Hf180,9.02e+003,,,cps,1.21,,,ppm
Mo98,5.9e+003,,,cps,1.76,,,ppm
Nb93,4.66e+004,,,cps,4.07,,,ppm
Sb121,3.14e+003,,,cps,0.66,,,ppm
Sn118,7.81e+003,,,cps,1.73,,,ppm
W184,3.72e+003,,,cps,0.751,,,ppm
Zr90,2.36e+005,,,cps,33.4,,,ppm
As75,3.47e+004,,,cps,35.,,,ppm
V51,2.82e+005,,,cps,52.5,,,ppm
Cr52,1.26e+005,,,cps,19.9,,,ppm
Ni60,4.18e+004,,,cps,21.6,,,ppm
Cu63,7.55e+004,,,cps,16.8,,,ppm
Zn66,2.55e+004,,,cps,18.2,,,ppm
Th232,8.63e+004,,,cps,6.23,,,ppm
Sc45,2.62e+004,,,cps,5.38,,,ppm
Y89,1.04e+005,,,cps,6.32,,,ppm
La139,2.02e+005,,,cps,10.3,,,ppm
Ce140,3.33e+005,,,cps,19.1,,,ppm
Pr141,4.78e+004,,,cps,2.2,,,ppm
Nd142,4.87e+004,,,cps,8.31,,,ppm
Sm152,1.46e+004,,,cps,2.32,,,ppm
Eu153,1.04e+004,,,cps,0.837,,,ppm
Gd158,1.89e+004,,,cps,3.17,,,ppm
Tb159,7.72e+003,,,cps,0.322,,,ppm
Dy164,1.15e+004,,,cps,1.7,,,ppm
Ho165,7.53e+003,,,cps,0.302,,,ppm
Er166,7.99e+003,,,cps,0.967,,,ppm
Tm169,3.26e+003,,,cps,0.131,,,ppm
Yb174,7.51e+003,,,cps,0.939,,,ppm
Lu175,3.4e+003,,,cps,0.153,,,ppm
U238,9.74e+004,,,cps,6.88,,,ppm
Ga69,5.16e+004,,,cps,7.26,,,ppm
Sample ID:,nit
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,-17.,,,cps,-8.41e-005,,,ppm
Bi209,114,,,cps,7.12e-005,,,ppm
Cd111,-27.4,,,cps,-6.84e-005,,,ppm
Cs133,17.9,,,cps,3.87e-006,,,ppm
Co59,313,,,cps,1.45e-004,,,ppm
Pb208,635,,,cps,3.61e-004,,,ppm
Rb85,45.3,,,cps,1.71e-005,,,ppm
Se82,0.897,,,cps,2.64e-005,,,ppm
Ag107,-14.7,,,cps,-8.79e-006,,,ppm
Te130,-6.11,,,cps,-2.01e-005,,,ppm
Ta181,254,,,cps,6.97e-005,,,ppm
Tl205,22.1,,,cps,9.e-006,,,ppm
Ge74,-13.3,,,cps,-2.05e-005,,,ppm
Hf180,33.1,,,cps,1.84e-005,,,ppm
Mo98,1.04e+003,,,cps,1.28e-003,,,ppm
Nb93,1.76e+003,,,cps,6.35e-004,,,ppm
Sb121,-10.5,,,cps,-9.17e-006,,,ppm
Sn118,274,,,cps,2.51e-004,,,ppm
W184,896,,,cps,7.48e-004,,,ppm
Zr90,336,,,cps,1.96e-004,,,ppm
As75,938,,,cps,3.91e-003,,,ppm
V51,-4.6e+003,,,cps,-3.54e-003,,,ppm
Cr52,1.19e+004,,,cps,7.79e-003,,,ppm
Ni60,3.49e+003,,,cps,7.44e-003,,,ppm
Cu63,57.9,,,cps,5.35e-005,,,ppm
Zn66,-1.07e+003,,,cps,-3.15e-003,,,ppm
Th232,232,,,cps,6.92e-005,,,ppm
Sc45,-2.78e+003,,,cps,-2.36e-003,,,ppm
Y89,15.8,,,cps,3.98e-006,,,ppm
La139,77.9,,,cps,1.65e-005,,,ppm
Ce140,154,,,cps,3.66e-005,,,ppm
Pr141,29.1,,,cps,5.54e-006,,,ppm
Nd142,0.101,,,cps,7.14e-008,,,ppm
Sm152,32.6,,,cps,2.15e-005,,,ppm
Eu153,-2.05,,,cps,-6.85e-007,,,ppm
Gd158,10.1,,,cps,7.04e-006,,,ppm
Tb159,-10.2,,,cps,-1.77e-006,,,ppm
Dy164,-5.32,,,cps,-3.24e-006,,,ppm
Ho165,-9.78,,,cps,-1.62e-006,,,ppm
Er166,2.23,,,cps,1.12e-006,,,ppm
Tm169,-23.2,,,cps,-3.84e-006,,,ppm
Yb174,-8.46,,,cps,-4.38e-006,,,ppm
Lu175,-1.02,,,cps,-1.91e-007,,,ppm
U238,58.9,,,cps,1.72e-005,,,ppm
